id,name,grade,enhancement,maximum,minimum,price,count
14712," Dandelion Scythe",3,17,525000000,457000000,493000000,0
14712," Dandelion Scythe",3,18,910000000,790000000,850000000,8
14712," Dandelion Scythe",3,19,2280000000,1980000000,2130000000,8
14712," Dandelion Scythe",3,20,25800000000,22200000000,24000000000,0
14713," Scythe of Seduction",1,0,115000,107000,115000,0
14713," Scythe of Seduction",1,8,1740000,1500000,1620000,2
14713," Scythe of Seduction",1,11,4850000,4190000,4520000,0
14713," Scythe of Seduction",1,13,9100000,7900000,8500000,2
14713," Scythe of Seduction",1,16,38400000,33200000,35800000,0
14713," Scythe of Seduction",1,17,47100000,40700000,43900000,0
14713," Scythe of Seduction",1,18,101000000,87000000,94000000,1
14713," Scythe of Seduction",1,19,460000000,396000000,428000000,0
14713," Scythe of Seduction",1,20,1550000000,1350000000,1450000000,0
14721," Upgraded Iron Buster",2,0,1760000,1640000,1640000,2
14721," Upgraded Iron Buster",2,8,2480000,2140000,2310000,0
14721," Upgraded Iron Buster",2,11,12300000,10700000,11500000,1
14721," Upgraded Iron Buster",2,13,20400000,17600000,19000000,0
14721," Upgraded Iron Buster",2,14,22200000,19200000,20700000,0
14721," Upgraded Iron Buster",2,15,22700000,19700000,21200000,0
14721," Upgraded Iron Buster",2,16,35200000,30400000,32800000,0
14721," Upgraded Iron Buster",2,17,48800000,42000000,45400000,0
14721," Upgraded Iron Buster",2,18,118000000,102000000,110000000,0
14721," Upgraded Iron Buster",2,19,397000000,343000000,370000000,0
14721," Upgraded Iron Buster",2,20,2250000000,1950000000,2100000000,0
14722," Dandelion Iron Buster",3,0,140000000,122000000,131000000,1
14722," Dandelion Iron Buster",3,8,225000000,195000000,210000000,0
14722," Dandelion Iron Buster",3,11,283000000,245000000,264000000,0
14722," Dandelion Iron Buster",3,13,374000000,322000000,348000000,0
14722," Dandelion Iron Buster",3,14,434000000,374000000,404000000,0
14722," Dandelion Iron Buster",3,15,436000000,376000000,406000000,0
14722," Dandelion Iron Buster",3,16,520000000,449000000,485000000,0
14722," Dandelion Iron Buster",3,17,525000000,457000000,493000000,0
14722," Dandelion Iron Buster",3,18,910000000,790000000,850000000,2
14722," Dandelion Iron Buster",3,19,2280000000,1980000000,2130000000,3
14722," Dandelion Iron Buster",3,20,25400000000,22000000000,23700000000,1
14723," Rough Iron Buster",1,0,115000,107000,115000,0
14723," Rough Iron Buster",1,8,1740000,1500000,1620000,5
14723," Rough Iron Buster",1,11,4850000,4190000,4520000,0
14723," Rough Iron Buster",1,13,9100000,7900000,8500000,0
14723," Rough Iron Buster",1,16,38400000,33200000,35800000,0
14723," Rough Iron Buster",1,17,47100000,40700000,43900000,0
14723," Rough Iron Buster",1,18,101000000,87000000,94000000,0
14723," Rough Iron Buster",1,19,460000000,396000000,428000000,0
14723," Rough Iron Buster",1,20,1550000000,1350000000,1450000000,0
14731," Heiress's Kamasylven Sword",2,0,1760000,1640000,1640000,1
14731," Heiress's Kamasylven Sword",2,8,2480000,2140000,2310000,1
14731," Heiress's Kamasylven Sword",2,11,12300000,10700000,11500000,1
14731," Heiress's Kamasylven Sword",2,13,20400000,17600000,19000000,0
14731," Heiress's Kamasylven Sword",2,14,22200000,19200000,20700000,1
14731," Heiress's Kamasylven Sword",2,15,22700000,19700000,21200000,0
14731," Heiress's Kamasylven Sword",2,16,35200000,30400000,32800000,0
14731," Heiress's Kamasylven Sword",2,17,48800000,42000000,45400000,0
14731," Heiress's Kamasylven Sword",2,18,118000000,102000000,110000000,0
14731," Heiress's Kamasylven Sword",2,19,397000000,343000000,370000000,0
14731," Heiress's Kamasylven Sword",2,20,2250000000,1950000000,2100000000,0
14732," Dandelion Kamasylven Sword",3,0,140000000,122000000,131000000,2
14732," Dandelion Kamasylven Sword",3,8,225000000,195000000,210000000,0
14732," Dandelion Kamasylven Sword",3,11,283000000,245000000,264000000,0
14732," Dandelion Kamasylven Sword",3,13,374000000,322000000,348000000,0
14732," Dandelion Kamasylven Sword",3,14,434000000,374000000,404000000,0
14732," Dandelion Kamasylven Sword",3,15,436000000,376000000,406000000,0
14732," Dandelion Kamasylven Sword",3,16,520000000,449000000,485000000,0
14732," Dandelion Kamasylven Sword",3,17,525000000,457000000,493000000,0
14732," Dandelion Kamasylven Sword",3,18,910000000,790000000,850000000,2
14732," Dandelion Kamasylven Sword",3,19,2280000000,1980000000,2130000000,4
14732," Dandelion Kamasylven Sword",3,20,25800000000,22200000000,24000000000,0
14733," Young Tree Spirit's Kamasylven Sword",1,0,115000,107000,115000,0
14733," Young Tree Spirit's Kamasylven Sword",1,8,1740000,1500000,1620000,5
14733," Young Tree Spirit's Kamasylven Sword",1,11,4850000,4190000,4520000,0
14733," Young Tree Spirit's Kamasylven Sword",1,13,9100000,7900000,8500000,0
14733," Young Tree Spirit's Kamasylven Sword",1,16,38400000,33200000,35800000,0
14733," Young Tree Spirit's Kamasylven Sword",1,17,47100000,40700000,43900000,0
14733," Young Tree Spirit's Kamasylven Sword",1,18,101000000,87000000,94000000,0
14733," Young Tree Spirit's Kamasylven Sword",1,19,460000000,396000000,428000000,0
14733," Young Tree Spirit's Kamasylven Sword",1,20,1550000000,1350000000,1450000000,0
14741," Azure Thunder Celestial Bo Staff",2,0,1760000,1640000,1640000,2
14741," Azure Thunder Celestial Bo Staff",2,8,2480000,2140000,2310000,2
14741," Azure Thunder Celestial Bo Staff",2,11,12300000,10700000,11500000,0
14741," Azure Thunder Celestial Bo Staff",2,13,20400000,17600000,19000000,0
14741," Azure Thunder Celestial Bo Staff",2,14,22200000,19200000,20700000,0
14741," Azure Thunder Celestial Bo Staff",2,15,22700000,19700000,21200000,0
14741," Azure Thunder Celestial Bo Staff",2,16,35200000,30400000,32800000,0
14741," Azure Thunder Celestial Bo Staff",2,17,48800000,42000000,45400000,0
14741," Azure Thunder Celestial Bo Staff",2,18,118000000,102000000,110000000,1
14741," Azure Thunder Celestial Bo Staff",2,19,397000000,343000000,370000000,0
14741," Azure Thunder Celestial Bo Staff",2,20,2250000000,1950000000,2100000000,0
14742," Dandelion Celestial Bo Staff",3,0,140000000,122000000,131000000,0
14742," Dandelion Celestial Bo Staff",3,8,225000000,195000000,210000000,1
14742," Dandelion Celestial Bo Staff",3,11,283000000,245000000,264000000,0
14742," Dandelion Celestial Bo Staff",3,13,374000000,322000000,348000000,1
14742," Dandelion Celestial Bo Staff",3,14,434000000,374000000,404000000,0
14742," Dandelion Celestial Bo Staff",3,15,436000000,376000000,406000000,0
14742," Dandelion Celestial Bo Staff",3,16,520000000,449000000,485000000,1
14742," Dandelion Celestial Bo Staff",3,17,525000000,457000000,493000000,0
14742," Dandelion Celestial Bo Staff",3,18,910000000,790000000,850000000,4
14742," Dandelion Celestial Bo Staff",3,19,2280000000,1980000000,2130000000,2
14742," Dandelion Celestial Bo Staff",3,20,25800000000,22200000000,24000000000,0
14743," Practice Celestial Bo Staff",1,0,115000,107000,115000,8
14743," Practice Celestial Bo Staff",1,8,1740000,1500000,1620000,8
14743," Practice Celestial Bo Staff",1,11,4850000,4190000,4520000,1
14743," Practice Celestial Bo Staff",1,13,9100000,7900000,8500000,3
14743," Practice Celestial Bo Staff",1,16,38400000,33200000,35800000,0
14743," Practice Celestial Bo Staff",1,17,47100000,40700000,43900000,0
14743," Practice Celestial Bo Staff",1,18,101000000,87000000,94000000,0
14743," Practice Celestial Bo Staff",1,19,460000000,396000000,428000000,0
14743," Practice Celestial Bo Staff",1,20,1550000000,1350000000,1450000000,0
14751," Piece of Purification Lancia",2,0,1760000,1640000,1640000,5
14751," Piece of Purification Lancia",2,8,2480000,2140000,2310000,2
14751," Piece of Purification Lancia",2,11,12300000,10700000,11500000,0
14751," Piece of Purification Lancia",2,13,20400000,17600000,19000000,0
14751," Piece of Purification Lancia",2,14,22200000,19200000,20700000,0
14751," Piece of Purification Lancia",2,15,22700000,19700000,21200000,0
14751," Piece of Purification Lancia",2,16,35200000,30400000,32800000,0
14751," Piece of Purification Lancia",2,17,48800000,42000000,45400000,0
14751," Piece of Purification Lancia",2,18,118000000,102000000,110000000,2
14751," Piece of Purification Lancia",2,19,397000000,343000000,370000000,0
14751," Piece of Purification Lancia",2,20,2250000000,1950000000,2100000000,0
14752," Dandelion Lancia",3,0,140000000,122000000,131000000,0
14752," Dandelion Lancia",3,8,225000000,195000000,210000000,0
14752," Dandelion Lancia",3,11,283000000,245000000,264000000,0
14752," Dandelion Lancia",3,13,374000000,322000000,348000000,0
14752," Dandelion Lancia",3,14,434000000,374000000,404000000,0
14752," Dandelion Lancia",3,15,436000000,376000000,406000000,0
14752," Dandelion Lancia",3,16,520000000,449000000,485000000,2
14752," Dandelion Lancia",3,17,525000000,457000000,493000000,1
14752," Dandelion Lancia",3,18,910000000,790000000,850000000,3
14752," Dandelion Lancia",3,19,2280000000,1980000000,2130000000,0
14752," Dandelion Lancia",3,20,25400000000,22000000000,23700000000,0
14753," Schzeriel Lancia",1,0,115000,107000,115000,0
14753," Schzeriel Lancia",1,8,1740000,1500000,1620000,5
14753," Schzeriel Lancia",1,11,4850000,4190000,4520000,0
14753," Schzeriel Lancia",1,13,9100000,7900000,8500000,0
14753," Schzeriel Lancia",1,16,38400000,33200000,35800000,0
14753," Schzeriel Lancia",1,17,47100000,40700000,43900000,1
14753," Schzeriel Lancia",1,18,101000000,87000000,94000000,0
14753," Schzeriel Lancia",1,19,460000000,396000000,428000000,0
14753," Schzeriel Lancia",1,20,1550000000,1350000000,1450000000,0
14761," Immaculate Crescent Blade",2,0,1760000,1640000,1640000,5
14761," Immaculate Crescent Blade",2,8,2480000,2140000,2310000,3
14761," Immaculate Crescent Blade",2,11,12300000,10700000,11500000,0
14761," Immaculate Crescent Blade",2,13,20400000,17600000,19000000,0
14761," Immaculate Crescent Blade",2,14,22200000,19200000,20700000,0
14761," Immaculate Crescent Blade",2,15,22700000,19700000,21200000,0
14761," Immaculate Crescent Blade",2,16,35200000,30400000,32800000,0
14761," Immaculate Crescent Blade",2,17,48800000,42000000,45400000,0
14761," Immaculate Crescent Blade",2,18,118000000,102000000,110000000,4
14761," Immaculate Crescent Blade",2,19,397000000,343000000,370000000,0
14761," Immaculate Crescent Blade",2,20,2250000000,1950000000,2100000000,0
14762," Dandelion Crescent Blade",3,0,140000000,122000000,131000000,2
14762," Dandelion Crescent Blade",3,8,225000000,195000000,210000000,1
14762," Dandelion Crescent Blade",3,11,283000000,245000000,264000000,0
14762," Dandelion Crescent Blade",3,13,374000000,322000000,348000000,2
14762," Dandelion Crescent Blade",3,14,434000000,374000000,404000000,0
14762," Dandelion Crescent Blade",3,15,436000000,376000000,406000000,1
14762," Dandelion Crescent Blade",3,16,520000000,449000000,485000000,7
14762," Dandelion Crescent Blade",3,17,525000000,457000000,493000000,2
14762," Dandelion Crescent Blade",3,18,910000000,790000000,850000000,16
14762," Dandelion Crescent Blade",3,19,2280000000,1980000000,2130000000,4
14762," Dandelion Crescent Blade",3,20,25400000000,22000000000,23700000000,0
14763," Iron Crescent Blade",1,0,115000,107000,115000,0
14763," Iron Crescent Blade",1,8,1740000,1500000,1620000,5
14763," Iron Crescent Blade",1,11,4850000,4190000,4520000,1
14763," Iron Crescent Blade",1,13,9100000,7900000,8500000,0
14763," Iron Crescent Blade",1,16,38400000,33200000,35800000,0
14763," Iron Crescent Blade",1,17,47100000,40700000,43900000,2
14763," Iron Crescent Blade",1,18,101000000,87000000,94000000,0
14763," Iron Crescent Blade",1,19,460000000,396000000,428000000,0
14763," Iron Crescent Blade",1,20,1550000000,1350000000,1450000000,0
14771," Frosty Cloud Kerispear",2,0,1760000,1640000,1640000,0
14771," Frosty Cloud Kerispear",2,8,2480000,2140000,2310000,6
14771," Frosty Cloud Kerispear",2,11,12300000,10700000,11500000,0
14771," Frosty Cloud Kerispear",2,13,20400000,17600000,19000000,0
14771," Frosty Cloud Kerispear",2,14,22200000,19200000,20700000,0
14771," Frosty Cloud Kerispear",2,15,22700000,19700000,21200000,0
14771," Frosty Cloud Kerispear",2,16,35200000,30400000,32800000,0
14771," Frosty Cloud Kerispear",2,17,48800000,42000000,45400000,0
14771," Frosty Cloud Kerispear",2,18,118000000,102000000,110000000,0
14771," Frosty Cloud Kerispear",2,19,397000000,343000000,370000000,1
14771," Frosty Cloud Kerispear",2,20,2250000000,1950000000,2100000000,0
14772," Dandelion Kerispear",3,0,140000000,122000000,131000000,2
14772," Dandelion Kerispear",3,8,225000000,195000000,210000000,1
14772," Dandelion Kerispear",3,11,283000000,245000000,264000000,0
14772," Dandelion Kerispear",3,13,374000000,322000000,348000000,2
14772," Dandelion Kerispear",3,14,434000000,374000000,404000000,0
14772," Dandelion Kerispear",3,15,436000000,376000000,406000000,0
14772," Dandelion Kerispear",3,16,520000000,449000000,485000000,0
14772," Dandelion Kerispear",3,17,525000000,457000000,493000000,2
14772," Dandelion Kerispear",3,18,910000000,790000000,850000000,4
14772," Dandelion Kerispear",3,19,2280000000,1980000000,2130000000,1
14772," Dandelion Kerispear",3,20,25400000000,22000000000,23700000000,0
14773," Sundo Kerispear",1,0,115000,107000,115000,1
14773," Sundo Kerispear",1,8,1740000,1500000,1620000,10
14773," Sundo Kerispear",1,11,4850000,4190000,4520000,0
14773," Sundo Kerispear",1,13,9100000,7900000,8500000,0
14773," Sundo Kerispear",1,16,38400000,33200000,35800000,0
14773," Sundo Kerispear",1,17,47100000,40700000,43900000,0
14773," Sundo Kerispear",1,18,101000000,87000000,94000000,1
14773," Sundo Kerispear",1,19,460000000,396000000,428000000,0
14773," Sundo Kerispear",1,20,1550000000,1350000000,1450000000,0
14781," Yagakmu Sura Katana",2,0,1760000,1640000,1640000,16
14781," Yagakmu Sura Katana",2,8,2480000,2140000,2310000,0
14781," Yagakmu Sura Katana",2,11,12300000,10700000,11500000,0
14781," Yagakmu Sura Katana",2,13,20400000,17600000,19000000,0
14781," Yagakmu Sura Katana",2,14,22200000,19200000,20700000,0
14781," Yagakmu Sura Katana",2,15,22700000,19700000,21200000,0
14781," Yagakmu Sura Katana",2,16,35200000,30400000,32800000,0
14781," Yagakmu Sura Katana",2,17,48800000,42000000,45400000,0
14781," Yagakmu Sura Katana",2,18,118000000,102000000,110000000,0
14781," Yagakmu Sura Katana",2,19,397000000,343000000,370000000,0
14781," Yagakmu Sura Katana",2,20,2250000000,1950000000,2100000000,0
14782," Dandelion Sura Katana",3,0,140000000,122000000,131000000,1
14782," Dandelion Sura Katana",3,8,225000000,195000000,210000000,1
14782," Dandelion Sura Katana",3,11,283000000,245000000,264000000,1
14782," Dandelion Sura Katana",3,13,374000000,322000000,348000000,1
14782," Dandelion Sura Katana",3,14,434000000,374000000,404000000,1
14782," Dandelion Sura Katana",3,15,436000000,376000000,406000000,0
14782," Dandelion Sura Katana",3,16,520000000,449000000,485000000,1
14782," Dandelion Sura Katana",3,17,525000000,457000000,493000000,0
14782," Dandelion Sura Katana",3,18,910000000,790000000,850000000,4
14782," Dandelion Sura Katana",3,19,2280000000,1980000000,2130000000,4
14782," Dandelion Sura Katana",3,20,25400000000,22000000000,23700000000,3
14783," Tempest Sura Katana",1,0,115000,107000,115000,0
14783," Tempest Sura Katana",1,8,1740000,1500000,1620000,2
14783," Tempest Sura Katana",1,11,4850000,4190000,4520000,0
14783," Tempest Sura Katana",1,13,9100000,7900000,8500000,0
14783," Tempest Sura Katana",1,16,38400000,33200000,35800000,0
14783," Tempest Sura Katana",1,17,47100000,40700000,43900000,0
14783," Tempest Sura Katana",1,18,101000000,87000000,94000000,1
14783," Tempest Sura Katana",1,19,460000000,396000000,428000000,0
14783," Tempest Sura Katana",1,20,1550000000,1350000000,1450000000,0
14791," Oeki's Sah Chakram",2,0,1760000,1640000,1640000,6
14791," Oeki's Sah Chakram",2,8,2480000,2140000,2310000,0
14791," Oeki's Sah Chakram",2,11,12300000,10700000,11500000,0
14791," Oeki's Sah Chakram",2,13,20400000,17600000,19000000,0
14791," Oeki's Sah Chakram",2,14,22200000,19200000,20700000,0
14791," Oeki's Sah Chakram",2,15,22700000,19700000,21200000,0
14791," Oeki's Sah Chakram",2,16,35200000,30400000,32800000,0
14791," Oeki's Sah Chakram",2,17,48800000,42000000,45400000,0
14791," Oeki's Sah Chakram",2,18,118000000,102000000,110000000,0
14791," Oeki's Sah Chakram",2,19,397000000,343000000,370000000,0
14791," Oeki's Sah Chakram",2,20,2250000000,1950000000,2100000000,0
14792," Dandelion Sah Chakram",3,0,140000000,122000000,131000000,0
14792," Dandelion Sah Chakram",3,8,225000000,195000000,210000000,4
14792," Dandelion Sah Chakram",3,11,283000000,245000000,264000000,2
14792," Dandelion Sah Chakram",3,13,374000000,322000000,348000000,0
14792," Dandelion Sah Chakram",3,14,434000000,374000000,404000000,0
14792," Dandelion Sah Chakram",3,15,436000000,376000000,406000000,0
14792," Dandelion Sah Chakram",3,16,520000000,449000000,485000000,2
14792," Dandelion Sah Chakram",3,17,525000000,457000000,493000000,1
14792," Dandelion Sah Chakram",3,18,910000000,790000000,850000000,7
14792," Dandelion Sah Chakram",3,19,2280000000,1980000000,2130000000,7
14792," Dandelion Sah Chakram",3,20,25400000000,22000000000,23700000000,0
14793," Sonan Sah Chakram",1,0,115000,107000,115000,0
14793," Sonan Sah Chakram",1,8,1740000,1500000,1620000,3
14793," Sonan Sah Chakram",1,11,4850000,4190000,4520000,0
14793," Sonan Sah Chakram",1,13,9100000,7900000,8500000,0
14793," Sonan Sah Chakram",1,16,38400000,33200000,35800000,0
14793," Sonan Sah Chakram",1,17,47100000,40700000,43900000,1
14793," Sonan Sah Chakram",1,18,101000000,87000000,94000000,1
14793," Sonan Sah Chakram",1,19,460000000,396000000,428000000,1
14793," Sonan Sah Chakram",1,20,1550000000,1350000000,1450000000,0
14801," Alloria Aad Sphera",2,0,1760000,1640000,1640000,13
14801," Alloria Aad Sphera",2,8,2480000,2140000,2310000,2
14801," Alloria Aad Sphera",2,11,12300000,10700000,11500000,1
14801," Alloria Aad Sphera",2,13,20400000,17600000,19000000,0
14801," Alloria Aad Sphera",2,14,22200000,19200000,20700000,0
14801," Alloria Aad Sphera",2,15,22700000,19700000,21200000,0
14801," Alloria Aad Sphera",2,16,35200000,30400000,32800000,0
14801," Alloria Aad Sphera",2,17,48800000,42000000,45400000,0
14801," Alloria Aad Sphera",2,18,118000000,102000000,110000000,0
14801," Alloria Aad Sphera",2,19,397000000,343000000,370000000,0
14801," Alloria Aad Sphera",2,20,2250000000,1950000000,2100000000,0
14802," Dandelion Aad Sphera",3,0,140000000,122000000,131000000,2
14802," Dandelion Aad Sphera",3,8,225000000,195000000,210000000,3
14802," Dandelion Aad Sphera",3,11,283000000,245000000,264000000,3
14802," Dandelion Aad Sphera",3,13,374000000,322000000,348000000,2
14802," Dandelion Aad Sphera",3,14,434000000,374000000,404000000,0
14802," Dandelion Aad Sphera",3,15,436000000,376000000,406000000,0
14802," Dandelion Aad Sphera",3,16,520000000,449000000,485000000,1
14802," Dandelion Aad Sphera",3,17,525000000,457000000,493000000,2
14802," Dandelion Aad Sphera",3,18,910000000,790000000,850000000,13
14802," Dandelion Aad Sphera",3,19,2280000000,1980000000,2130000000,5
14802," Dandelion Aad Sphera",3,20,25800000000,22200000000,24000000000,0
14803," Pri Aad Sphera",1,0,115000,107000,115000,0
14803," Pri Aad Sphera",1,8,1740000,1500000,1620000,6
14803," Pri Aad Sphera",1,11,4850000,4190000,4520000,0
14803," Pri Aad Sphera",1,13,9100000,7900000,8500000,3
14803," Pri Aad Sphera",1,16,38400000,33200000,35800000,0
14803," Pri Aad Sphera",1,17,47100000,40700000,43900000,6
14803," Pri Aad Sphera",1,18,101000000,87000000,94000000,4
14803," Pri Aad Sphera",1,19,460000000,396000000,428000000,3
14803," Pri Aad Sphera",1,20,1550000000,1350000000,1450000000,0
14811," Lord Godr Sphera",2,0,1760000,1640000,1640000,20
14811," Lord Godr Sphera",2,8,2480000,2140000,2310000,2
14811," Lord Godr Sphera",2,11,12300000,10700000,11500000,1
14811," Lord Godr Sphera",2,13,20400000,17600000,19000000,0
14811," Lord Godr Sphera",2,14,22200000,19200000,20700000,0
14811," Lord Godr Sphera",2,15,22700000,19700000,21200000,0
14811," Lord Godr Sphera",2,16,35200000,30400000,32800000,0
14811," Lord Godr Sphera",2,17,48800000,42000000,45400000,2
14811," Lord Godr Sphera",2,18,118000000,102000000,110000000,3
14811," Lord Godr Sphera",2,19,397000000,343000000,370000000,0
14811," Lord Godr Sphera",2,20,2250000000,1950000000,2100000000,0
14812," Dandelion Godr Sphera",3,0,140000000,122000000,131000000,3
14812," Dandelion Godr Sphera",3,8,225000000,195000000,210000000,1
14812," Dandelion Godr Sphera",3,11,283000000,245000000,264000000,2
14812," Dandelion Godr Sphera",3,13,374000000,322000000,348000000,2
14812," Dandelion Godr Sphera",3,14,434000000,374000000,404000000,0
14812," Dandelion Godr Sphera",3,15,436000000,376000000,406000000,0
14812," Dandelion Godr Sphera",3,16,520000000,449000000,485000000,6
14812," Dandelion Godr Sphera",3,17,525000000,457000000,493000000,3
14812," Dandelion Godr Sphera",3,18,910000000,790000000,850000000,5
14812," Dandelion Godr Sphera",3,19,2280000000,1980000000,2130000000,7
14812," Dandelion Godr Sphera",3,20,25800000000,22200000000,24000000000,0
14813," Tati Godr Sphera",1,0,115000,107000,115000,0
14813," Tati Godr Sphera",1,8,1740000,1500000,1620000,6
14813," Tati Godr Sphera",1,11,4850000,4190000,4520000,3
14813," Tati Godr Sphera",1,13,9100000,7900000,8500000,1
14813," Tati Godr Sphera",1,16,38400000,33200000,35800000,3
14813," Tati Godr Sphera",1,17,47100000,40700000,43900000,0
14813," Tati Godr Sphera",1,18,101000000,87000000,94000000,1
14813," Tati Godr Sphera",1,19,460000000,396000000,428000000,1
14813," Tati Godr Sphera",1,20,1550000000,1350000000,1450000000,0
14816," Light-Swallowing Vediant",2,0,1760000,1640000,1640000,456
14816," Light-Swallowing Vediant",2,8,2480000,2140000,2310000,4
14816," Light-Swallowing Vediant",2,11,12300000,10700000,11500000,1
14816," Light-Swallowing Vediant",2,13,20400000,17600000,19000000,0
14816," Light-Swallowing Vediant",2,14,22200000,19200000,20700000,0
14816," Light-Swallowing Vediant",2,15,22700000,19700000,21200000,0
14816," Light-Swallowing Vediant",2,16,35200000,30400000,32800000,0
14816," Light-Swallowing Vediant",2,17,48800000,42000000,45400000,0
14816," Light-Swallowing Vediant",2,18,118000000,102000000,110000000,0
14816," Light-Swallowing Vediant",2,19,397000000,343000000,370000000,0
14816," Light-Swallowing Vediant",2,20,2250000000,1950000000,2100000000,0
14817," Dandelion Vediant",3,0,140000000,122000000,131000000,0
14817," Dandelion Vediant",3,8,225000000,195000000,210000000,0
14817," Dandelion Vediant",3,11,283000000,245000000,264000000,0
14817," Dandelion Vediant",3,13,374000000,322000000,348000000,0
14817," Dandelion Vediant",3,14,434000000,374000000,404000000,0
14817," Dandelion Vediant",3,15,436000000,376000000,406000000,0
14817," Dandelion Vediant",3,16,520000000,449000000,485000000,1
14817," Dandelion Vediant",3,17,525000000,457000000,493000000,0
14817," Dandelion Vediant",3,18,910000000,790000000,850000000,3
14817," Dandelion Vediant",3,19,2280000000,1980000000,2130000000,3
14817," Dandelion Vediant",3,20,25800000000,22200000000,24000000000,0
14818," Thorn Tree Vediant",1,0,115000,107000,115000,0
14818," Thorn Tree Vediant",1,8,1740000,1500000,1620000,13
14818," Thorn Tree Vediant",1,11,4850000,4190000,4520000,1
14818," Thorn Tree Vediant",1,13,9100000,7900000,8500000,0
14818," Thorn Tree Vediant",1,16,38400000,33200000,35800000,2
14818," Thorn Tree Vediant",1,17,47100000,40700000,43900000,1
14818," Thorn Tree Vediant",1,18,101000000,87000000,94000000,2
14818," Thorn Tree Vediant",1,19,460000000,396000000,428000000,3
14818," Thorn Tree Vediant",1,20,1550000000,1350000000,1450000000,0
14821," Backflow Gardbrace",2,0,1760000,1640000,1640000,268
14821," Backflow Gardbrace",2,8,2480000,2140000,2310000,1
14821," Backflow Gardbrace",2,11,12300000,10700000,11500000,0
14821," Backflow Gardbrace",2,13,20400000,17600000,19000000,0
14821," Backflow Gardbrace",2,14,22200000,19200000,20700000,0
14821," Backflow Gardbrace",2,15,22700000,19700000,21200000,0
14821," Backflow Gardbrace",2,16,35200000,30400000,32800000,0
14821," Backflow Gardbrace",2,17,48800000,42000000,45400000,0
14821," Backflow Gardbrace",2,18,118000000,102000000,110000000,1
14821," Backflow Gardbrace",2,19,397000000,343000000,370000000,1
14821," Backflow Gardbrace",2,20,2250000000,1950000000,2100000000,0
14822," Dandelion Gardbrace",3,0,140000000,122000000,131000000,3
14822," Dandelion Gardbrace",3,8,225000000,195000000,210000000,2
14822," Dandelion Gardbrace",3,11,283000000,245000000,264000000,0
14822," Dandelion Gardbrace",3,13,374000000,322000000,348000000,0
14822," Dandelion Gardbrace",3,14,434000000,374000000,404000000,0
14822," Dandelion Gardbrace",3,15,436000000,376000000,406000000,0
14822," Dandelion Gardbrace",3,16,520000000,449000000,485000000,9
14822," Dandelion Gardbrace",3,17,525000000,457000000,493000000,1
14822," Dandelion Gardbrace",3,18,910000000,790000000,850000000,2
14822," Dandelion Gardbrace",3,19,2280000000,1980000000,2130000000,0
14822," Dandelion Gardbrace",3,20,25400000000,22000000000,23700000000,0
14823," Iron Chain Gardbrace",1,0,115000,107000,115000,0
14823," Iron Chain Gardbrace",1,8,1740000,1500000,1620000,18
14823," Iron Chain Gardbrace",1,11,4850000,4190000,4520000,2
14823," Iron Chain Gardbrace",1,13,9100000,7900000,8500000,1
14823," Iron Chain Gardbrace",1,16,38400000,33200000,35800000,0
14823," Iron Chain Gardbrace",1,17,47100000,40700000,43900000,1
14823," Iron Chain Gardbrace",1,18,101000000,87000000,94000000,2
14823," Iron Chain Gardbrace",1,19,460000000,396000000,428000000,0
14823," Iron Chain Gardbrace",1,20,1550000000,1350000000,1450000000,0
14829," Baconaua Cestus",2,0,1760000,1640000,1640000,878
14829," Baconaua Cestus",2,8,2480000,2140000,2310000,6
14829," Baconaua Cestus",2,11,12300000,10700000,11500000,1
14829," Baconaua Cestus",2,13,20400000,17600000,19000000,0
14829," Baconaua Cestus",2,14,22200000,19200000,20700000,0
14829," Baconaua Cestus",2,15,22700000,19700000,21200000,1
14829," Baconaua Cestus",2,16,35200000,30400000,32800000,0
14829," Baconaua Cestus",2,17,48800000,42000000,45400000,0
14829," Baconaua Cestus",2,18,118000000,102000000,110000000,0
14829," Baconaua Cestus",2,19,397000000,343000000,370000000,0
14829," Baconaua Cestus",2,20,2250000000,1950000000,2100000000,0
14830," Dandelion Cestus",3,0,140000000,122000000,131000000,5
14830," Dandelion Cestus",3,8,225000000,195000000,210000000,3
14830," Dandelion Cestus",3,11,283000000,245000000,264000000,0
14830," Dandelion Cestus",3,13,374000000,322000000,348000000,2
14830," Dandelion Cestus",3,14,434000000,374000000,404000000,2
14830," Dandelion Cestus",3,15,436000000,376000000,406000000,1
14830," Dandelion Cestus",3,16,520000000,449000000,485000000,7
14830," Dandelion Cestus",3,17,525000000,457000000,493000000,3
14830," Dandelion Cestus",3,18,910000000,790000000,850000000,7
14830," Dandelion Cestus",3,19,2280000000,1980000000,2130000000,14
14830," Dandelion Cestus",3,20,25400000000,22000000000,23700000000,1
14831," Kamalam Cestus",1,0,115000,107000,115000,0
14831," Kamalam Cestus",1,8,1740000,1500000,1620000,3
14831," Kamalam Cestus",1,11,4850000,4190000,4520000,1
14831," Kamalam Cestus",1,13,9100000,7900000,8500000,1
14831," Kamalam Cestus",1,16,38400000,33200000,35800000,2
14831," Kamalam Cestus",1,17,47100000,40700000,43900000,2
14831," Kamalam Cestus",1,18,101000000,87000000,94000000,0
14831," Kamalam Cestus",1,19,460000000,396000000,428000000,1
